Robot;Delta_muestra;Input_d;d_ref;vel_ref;Input_vel;Input_theta;Output_d;Output_vel;Output_theta;;;;
T;40;74.2;15;10;9.97;0;10;296.21;92.9;0.05;15;0.06;1
L;40;80;8.3;10;9.98;0;0;289.48;27.36;0.01;15;0;1
S;40;8.3;10;9;9.25;0.02;9;281.49;50.11;0.06;15;0.01;1
T;40;73.4;15;10;10.01;0.06;10;295.27;-123.81;0.05;15;0.06;1
L;40;69.5;8.3;10;10.03;0;0;288.31;26.88;0.01;15;0;1
S;40;8.1;10;9;9.2;0.02;9;281.21;39.76;0.05;15;0.01;1
T;40;74.1;15;10;10.38;-0.02;10;285.6;218.83;0.05;15;0.06;1
L;40;80;8.3;10;10.04;-0.01;0;288;33.48;0.01;15;0;1
S;40;8.3;10;9;9.39;0.02;9;275.19;44.55;0.05;15;0.01;1
T;40;72.5;15;10;9.97;-0.03;10;294.22;162.31;0.05;15;0.05;1
L;40;70.3;8.3;10;10.02;0;0;288.1;9.53;0.01;15;0;1
S;40;8.3;10;9;9.63;0.02;9;266.67;31.69;0.05;15;0.01;1
T;40;72.8;15;10;10.22;-0.03;10;287.7;153.03;0.05;15;0.05;1
L;40;80;8.3;10;10.04;0;0;287.51;4.32;0.01;15;0;1
S;40;8.1;10;9;9.3;0.02;9;271.68;20.64;0.05;15;0.01;1
T;40;73.1;15;10;10.13;-0.02;10;288.72;135.98;0.05;15;0.05;1
L;40;80;8.3;10;9.96;0.01;0;289.32;4.74;0.01;15;0;1
S;40;8.1;10;9;9.17;0.02;9;273.26;19.73;0.05;15;0.01;1
T;40;71.1;15;10;10.24;-0.01;10;285.17;109.92;0.05;15;0.05;1
L;40;80;8.3;10;9.91;0;0;291.01;10.62;0.01;15;0;1
S;40;8.1;10;9;9.08;0.02;9;274.51;23.42;0.05;15;0.01;1
T;40;71.2;15;10;10.1;-0.01;10;287.49;122.4;0.05;15;0.05;1
L;40;80;8.3;10;9.93;0;0;291.06;8.03;0.01;15;0;1
S;40;8.3;10;9;8.96;0.02;9;277.38;25.28;0.05;15;0.01;1
L;40;47.5;8.3;10;10.07;0;0;287.62;12.63;0.01;15;0;1
T;40;72.7;15;10;10.18;-0.02;10;284.8;146.45;0.05;15;0.05;1
S;40;8.3;10;9;9;0.02;9;276.4;21.44;0.05;15;0.01;1
T;40;72.1;15;10;10.12;-0.02;10;285.41;144.6;0.05;15;0.05;1
L;40;80;8.3;10;10.36;0.01;0;279.75;0.47;0.01;15;0;1
S;40;8.1;10;9;8.86;0.02;9;280.15;30.35;0.04;15;0.01;1
T;40;72;15;10;9.36;-0.01;10;304.6;129.44;0.05;15;0.04;1
L;40;50.4;8.3;10;10.01;0.01;0;286.84;-2.61;0.01;15;0;1
S;40;8.4;10;9;8.88;0.01;9;280.52;35.2;0.04;15;0.01;1
L;40;60.8;8.3;10;9.94;0.01;0;288.68;-5.99;0.01;15;0;1
T;40;73.2;15;10;10.7;-0.01;10;273.34;141.62;0.05;15;0.04;1
S;40;8.3;10;9;8.86;0.01;9;281.53;32.31;0.04;15;0.01;1
T;40;74.5;15;10;10.24;-0.01;10;281.1;132.4;0.05;15;0.04;1
L;40;58.4;8.3;10;9.83;0.01;0;291.78;-2.9;0.01;15;0;1
S;40;8.4;10;9;8.95;0.01;9;280.16;25.13;0.04;15;0.01;1
T;40;74.1;15;10;9.82;-0.01;10;290.83;141.58;0.05;15;0.04;1
L;40;80;8.3;10;9.89;0.01;0;291.12;-3.29;0.01;15;0;1
S;40;8.1;10;9;9.03;0.01;9;278.21;35.53;0.04;15;0.01;1
T;40;75.1;15;10;10.01;-0.01;10;286.95;137.03;0.05;15;0.04;1
L;40;60.1;8.3;10;10;0.01;0;288.88;-0.96;0.01;15;0;1
S;40;8.1;10;9;9;0.01;9;278.98;25.92;0.04;15;0.01;1
T;40;74.5;15;10;10.04;0;10;286.09;109.58;0.05;15;0.04;1
L;40;53.6;8.3;10;10.06;0.01;0;287.5;-2.94;0.01;15;0;1
S;40;8.4;10;9;9.04;0.01;9;277.98;19.99;0.04;15;0.01;1
T;40;74.4;15;10;9.99;0;10;286.99;122.7;0.05;15;0.04;1
L;40;44.4;8.3;10;10.07;0;0;286.73;7.92;0.01;15;0;1
S;40;8.4;10;9;9.05;0.01;9;277.42;15.4;0.04;15;0.01;1
T;40;76.3;15;10;9.96;0;10;288.06;133.98;0.05;15;0.04;1
L;40;79.6;8.3;10;9.94;0;0;289.79;2.62;0.01;15;0;1
S;40;8.5;10;9;9.09;0.01;9;275.95;13.87;0.04;15;0.01;1
T;40;76.9;15;10;9.92;0;10;289.28;121.85;0.05;15;0.04;1
L;40;66.9;8.3;10;10.03;0;0;287.82;-1.64;0.01;15;0;1
S;40;8.3;10;9;8.56;0.01;9;289.37;20.7;0.03;15;0.01;1
T;40;77.2;15;10;9.88;0;10;290.75;126.32;0.05;15;0.04;1
L;40;69.4;8.3;10;9.99;0;0;288.74;0.51;0.01;15;0;1
S;40;8.9;10;9;8.63;0.01;9;289.97;11.23;0.03;15;0.01;1
T;40;78;15;10;9.89;0;10;291.13;128.08;0.05;15;0.03;1
L;40;62.9;8.3;10;9.97;0;0;289.38;2.62;0.01;15;0;1
S;40;8.7;10;9;9.11;0.01;9;279.69;15.42;0.03;15;0.01;1
L;40;55.4;8.3;10;9.97;0;0;289.34;-0.91;0.01;15;0;1
T;40;75.5;15;10;9.69;0;10;296.96;113.56;0.05;15;0.03;1
S;40;8.2;10;9;9.13;0.01;9;278.47;18.64;0.03;15;0.01;1
T;40;77.4;15;10;9.88;-0.07;10;293.81;369.28;0.05;15;0.03;1
L;40;80;8.3;10;9.96;0;0;289.78;9.25;0.01;15;0;1
S;40;8.4;10;9;9.1;0.01;9;278.51;19.46;0.03;15;0.01;1
T;40;71.7;15;10;9.47;0.05;10;305.23;-150.37;0.05;15;0.03;1
L;40;80;8.3;10;10.02;0;0;288.59;1.83;0.01;15;0;1
S;40;8.8;10;9;9.03;0;9;279.73;27.51;0.03;15;0.01;1
T;40;45.9;15;10;10.49;0.06;10;281.68;-37.47;0.05;15;0.03;1
L;40;64.1;8.3;10;9.97;0;0;289.65;3.62;0.01;15;0;1
S;40;8.7;10;9;9.27;0;9;273.34;24.2;0.03;15;0.01;1
T;40;58.9;15;10;10.31;0.01;10;283.47;188.58;0.05;15;0.03;1
L;40;80;8.3;10;9.95;0;0;290.44;6.76;0.01;15;0;1
S;40;8.6;10;9;9.11;0;9;275.83;28.27;0.03;15;0.01;1
T;40;64.3;15;10;10.01;0;10;289.58;121.41;0.05;15;0.03;1
L;40;76.8;8.3;10;10;0;0;289.37;10.17;0.01;15;0;1
S;40;8.7;10;9;9.08;0;9;276.16;24.9;0.03;15;0.01;1
T;40;68.8;15;10;10.12;-0.01;10;286.63;145.65;0.05;15;0.03;1
L;40;80;8.3;10;10;0;0;289.47;-4.72;0.01;15;0;1
S;40;8.8;10;9;9.12;0;9;274.55;30.73;0.03;15;0.01;1
T;40;80;15;10;10.03;0.05;10;288.38;-84.37;0.06;15;0.03;1
L;40;65.6;8.3;10;9.91;0;0;291.67;2.81;0.01;15;0;1
S;40;8.9;10;9;9.05;0;9;275.65;21.99;0.02;15;0.01;1
T;40;36;15;10;9.87;0.05;10;292.26;1.34;0.06;15;0.03;1
L;40;60.2;8.3;10;10.09;0;0;287.47;1.11;0.01;15;0;1
S;40;8.6;10;9;9.11;0;9;273.78;29.91;0.02;15;0.01;1
L;40;65.7;8.3;10;9.86;0;0;293.02;4.5;0.01;15;0;1
T;40;34;15;10;9.81;-0.01;10;294.61;189.52;0.06;15;0.02;1
S;40;9.1;10;9;9.09;0;9;273.73;14.65;0.02;15;0.01;1
T;40;45.4;15;10;9.78;-0.01;10;296.46;116.76;0.06;15;0.02;1
L;40;63.8;8.3;10;9.83;0;0;294.53;1.32;0.01;15;0;1
S;40;8.8;10;9;9.11;0;9;272.7;17.95;0.02;15;0.01;1
T;40;34.1;15;10;9.78;0;10;297.67;99.15;0.06;15;0.02;1
L;40;71.4;8.3;10;9.67;0;0;299.82;10.07;0.01;15;0;1
S;40;8.9;10;9;9.08;0;9;272.7;25.05;0.02;15;0.01;1
T;40;27.1;15;10;9.91;0;10;295.72;92.2;0.06;15;0.02;1
L;40;74.1;8.3;10;9.68;0;0;301.41;9.72;0.01;15;0;1
S;40;8.8;10;9;9.02;0;9;273.81;27.06;0.02;15;0.01;1
L;40;62.5;8.3;10;10.05;0;0;293.54;11.97;0.01;15;0;1
T;40;20.2;15;10;9.71;0;10;301.36;91.19;0.06;15;0.02;1
S;40;8.8;10;9;8.88;0;9;277.35;21.99;0.02;15;0.01;1
T;40;17.5;15;10;9.93;0;10;297.4;94.72;0.06;15;0.02;1
L;40;80;8.3;10;9.9;0;0;297.36;14.57;0.01;15;0;1
S;40;9;10;9;8.74;0;9;281.77;21.89;0.02;15;0.01;1
T;40;15.8;15;10;10.44;0;10;284.53;89.14;0.06;15;0.02;1
L;40;80;8.3;10;9.94;0;0;296.81;-4.5;0.01;15;0;1
S;40;9.2;10;9;8.79;0;9;282.06;21.99;0.01;15;0.01;1
T;40;15.3;15;10;10.22;0;10;287.57;95.32;0.06;15;0.01;1
L;40;80;8.3;10;9.9;0;0;298.09;1.01;0.01;15;0;1
S;40;8.9;10;9;8.85;0;9;281.62;20.59;0.01;15;0.01;1
T;40;14.1;15;8;10.02;0;8;239.42;88.63;0.06;15;0.01;1
L;40;80;8.3;10;9.97;0.01;0;296.85;-13.46;0.01;15;0;1
S;40;9;10;9;9.12;0;9;275.47;14.16;0.01;15;0.01;1
T;40;13.6;15;8;9.59;0;8;238.97;84.85;0.06;15;0.01;1
L;40;80;8.3;10;10.05;0.01;0;294.89;-7.93;0;15;0;1
S;40;9;10;9;9.2;0;9;272.77;13.37;0.01;15;0.01;1
T;40;12.5;15;8;9.1;0.01;8;242.34;79.17;0.06;15;0.01;1
L;40;80;8.3;10;10.08;0;0;293.78;-0.66;0;15;0;1
S;40;9;10;9;9.19;0;9;271.81;12.9;0.01;15;0.01;1
T;40;12.2;15;8;8.88;0.01;8;241.78;79.46;0.06;15;0.01;1
L;40;80;8.3;10;9.75;0;0;302.13;2.14;0;15;0;1
S;40;9.2;10;9;9.05;0;9;274.33;12.61;0.01;15;0;1
T;40;12.2;15;8;8.65;0.01;8;242.63;72.52;0.06;15;0.01;1
L;40;80;8.3;10;10.16;0;0;292.9;-4.09;0;15;0;1
S;40;9.2;10;9;9.07;0;9;273.57;14.6;0.01;15;0;1
L;40;80;8.3;10;10.29;0.01;0;288.6;-16.56;0;15;0;1
T;40;11.7;15;8;8.31;0.01;8;247.76;68.05;0.06;15;0.01;1
S;40;9.4;10;9;8.92;0;9;276.92;12.93;0.01;15;0;1
T;40;11.3;15;8;8.21;0.01;8;248.51;69.49;0.06;15;0.01;1
L;40;80;8.3;10;10.1;0.01;0;291.68;-20.41;0;15;0;1
S;40;9.6;10;9;8.89;0;9;278.33;15.62;0.01;15;0;1
T;40;11.1;15;8;8.19;0.01;8;247.94;72.86;0.06;15;0.01;1
L;40;80;8.3;10;10.06;0.01;0;292.26;-7.21;0;15;0;1
S;40;9.4;10;9;8.96;0;9;277.12;13.01;0.01;15;0;1
T;40;11;15;8;8.15;0.01;8;247.88;64.25;0.06;15;0.01;1
L;40;80;8.3;10;10.02;0.01;0;292.82;-19.29;0;15;0;1
S;40;9.6;10;9;8.91;0;9;278.53;15.76;0.01;15;0;1
T;40;10.7;15;8;8.18;0.05;8;246.14;-80.73;0.06;15;0.01;1
L;40;80;8.3;10;10.35;0;0;284.07;-1.41;0;15;0;1
S;40;9.6;10;9;8.99;0;9;277;8.42;0.01;15;0;1
T;40;10.5;15;8;8.1;0.01;8;247.31;123.07;0.06;15;0.01;1
L;40;80;8.3;10;10.02;0;0;290.82;6.39;0;15;0;1
S;40;9.4;10;9;9.01;0;9;276.45;14.65;0.01;15;0;1
T;40;10.7;15;8;8.1;0.06;8;246.73;-143.64;0.06;15;0.01;1
L;40;80;8.3;10;9.84;0;0;295.37;3.2;0;15;0;1
S;40;9.6;10;9;9.04;0;9;275.68;17.37;0.01;15;0;1
T;40;10.7;15;8;8.09;0;8;246.41;175.52;0.06;15;0.01;1
L;40;80;8.3;10;9.7;0;0;299.97;-1.93;0;15;0;1
S;40;9.6;10;9;9.04;0;9;275.5;10.05;0.01;15;0;1
T;40;11.2;15;8;8.06;-0.01;8;246.52;99.78;0.06;15;0.01;1
L;40;80;8.3;10;9.65;0;0;302.87;-2.71;0;15;0;1
S;40;9.2;10;9;9.02;0;9;275.83;12.42;0.01;15;0;1
T;40;11;15;8;8.02;0;8;247.3;63.37;0.06;15;0.01;1
L;40;80;8.3;10;9.75;0;0;302.36;-10.8;0;15;0;1
S;40;9.5;10;9;8.95;0;9;277.51;8.8;0.01;15;0;1
T;40;10.8;15;8;7.99;0;8;247.84;55.47;0.06;15;0.01;1
L;40;80;8.3;10;9.74;0;0;304.07;2.65;0;15;0;1
S;40;9.4;10;9;8.91;0;9;278.94;10.52;0.01;15;0;1
T;40;10.4;15;8;8.18;0;8;243.12;51.71;0.06;15;0.01;1
L;40;80;8.3;10;10.27;0;0;291.69;0.7;0;15;0;1
S;40;9.4;10;9;8.91;0;9;279.25;14.38;0.01;15;0;1
T;40;10.6;15;8;8.15;0.01;8;242.84;45.29;0.05;15;0.01;1
L;40;80;8.3;10;9.79;0;0;302.73;-13.87;0;15;0;1
S;40;9.6;10;9;8.93;0;9;279.33;13.3;0.01;15;0;1
T;40;10.7;15;8;8.18;0.01;8;241.19;50.35;0.05;15;0.01;1
L;40;80;8.3;10;10.42;0;0;287.37;-15.28;0;15;0;1
S;40;9.6;10;9;8.99;0;9;278.07;11.56;0.01;15;0;1
T;40;10.6;15;8;8.11;0.01;8;241.91;36.8;0.05;15;0.01;1
L;40;80;8.3;10;9.98;0;0;296.42;4.25;0;15;0;1
S;40;9.8;10;9;9.72;0;9;259.17;11.8;0.01;15;0;1
T;40;10.7;15;8;7.99;0.01;8;244.31;40.19;0.05;15;0.01;1
L;40;79.9;8.3;10;10.23;0;0;290.07;-8.17;0;15;0;1
S;40;9.7;10;9;8.68;0;9;282.12;16.03;0.01;15;0;1
T;40;10.7;15;8;7.96;0.05;8;245.17;-98.2;0.05;15;0.01;1
L;40;77.3;8.3;10;9.96;0;0;295.89;-2.8;0;15;0;1
S;40;9.4;10;9;8.82;0;9;280.43;18.57;0.01;15;0;1
T;40;10.9;15;8;7.93;0.01;8;246.33;100.79;0.05;15;0.01;1
L;40;80;8.3;10;10;0;0;295.07;-3.91;0;15;0;1
S;40;9.7;10;9;8.86;0;9;280.38;2.09;0.01;15;0;1
T;40;10.7;15;8;7.96;0;8;245.76;61.59;0.05;15;0.01;1
L;40;73.4;8.3;10;9.99;0;0;295.36;-2.65;0;15;0;1
S;40;9.5;10;9;8.95;0;9;278.8;2.49;0.01;15;0;1
T;40;10.8;15;8;8.08;0;8;243.05;49.26;0.05;15;0.01;1
L;40;80;8.3;10;10;0;0;295.1;-1.54;0;15;0;1
S;40;9.5;10;9;8.97;0;9;278.63;17.92;0.01;15;0;1
T;40;11;15;8;8.03;0;8;243.84;50.4;0.05;15;0.01;1
L;40;79.9;8.3;10;10.05;0;0;293.83;12.76;0;15;0;1
S;40;9.7;10;9;9.13;0;9;274.59;4.3;0.01;15;0;1
T;40;10.8;15;8;7.99;0;8;244.81;53.99;0.05;15;0.01;1
L;40;76.8;8.3;10;10.07;0;0;292.95;-10.81;0;15;0;1
S;40;9.6;10;9;9.06;0;9;275.6;20.22;0.01;15;0;1
T;40;10.9;15;8;7.97;0;8;245.4;44.43;0.05;15;0.01;1
L;40;76.7;8.3;10;10.11;0;0;291.53;-7.71;0;15;0;1
S;40;9.8;10;9;9.01;0;9;276.73;7.06;0.01;15;0;1
T;40;10.9;15;8;7.95;0;8;245.94;41.73;0.05;15;0.01;1
L;40;78.7;8.3;10;10.14;0;0;290.19;-7.91;0;15;0;1
S;40;9.8;10;9;8.97;0;9;277.5;12.77;0.01;15;0;1
T;40;10.9;15;8;7.99;0;8;245.29;48.19;0.05;15;0.01;1
L;40;79.5;8.3;10;9.94;0;0;294.65;-7.57;0;15;0;1
S;40;10;10;9;9.32;0;9;268.7;10.01;0.01;15;0;1
T;40;11.3;15;8;7.94;0;8;246.73;46.29;0.05;15;0.01;1
L;40;77.5;8.3;10;9.83;0;0;297.75;1.06;0;15;0;1
S;40;10.1;10;9;8.79;0;9;280.52;16.52;0.01;15;0;1
T;40;11.2;15;8;7.96;0;8;246.52;39.05;0.05;15;0.01;1
L;40;80;8.3;10;10;0;0;294.39;2.27;0;15;0;1
S;40;10.2;10;9;9.19;0;9;271.38;1.79;0.01;15;0;1
T;40;10.9;15;8;7.95;0.01;8;246.93;28.3;0.05;15;0.01;1
L;40;73.8;8.3;10;10.15;0;0;290.45;-8.8;0;15;0;1
S;40;10.4;10;9;9.04;0.01;9;274.25;-7.06;0.01;15;0;1
T;40;11;15;8;7.96;0.01;8;247.08;29.16;0.05;15;0.01;1
L;40;80;8.3;10;10.1;0;0;290.95;-6.36;0;15;0;1
S;40;9.8;10;9;9.06;0;9;273.36;3.63;0.01;15;0;1
T;40;11.1;15;8;7.99;0.01;8;246.43;37.47;0.05;15;0.01;1
L;40;80;8.3;10;10.08;0;0;290.7;-1.41;0;15;0;1
S;40;10.2;10;9;9.01;0;9;274.31;13.74;0.01;15;0;1
T;40;11;15;8;8.08;0;8;244.14;35.1;0.05;15;0.01;1
L;40;80;8.3;10;10.15;0;0;288.54;-14.52;0;15;0;1
S;40;10.3;10;9;9.07;0;9;272.62;4.73;0.01;15;0;1
T;40;11.1;15;8;8.07;0.01;8;243.94;27.84;0.05;15;0.01;1
L;40;78.9;8.3;10;10.06;0;0;290.04;15.85;0;15;0;1
S;40;10.3;10;9;8.9;0;9;276.64;6.37;0.01;15;0;1
T;40;11.2;15;8;8.13;0.01;8;242.04;27.21;0.05;15;0.01;1
L;40;80;8.3;10;10.09;0;0;288.96;-9.39;0;15;0;1
S;40;10.3;10;9;8.9;0;9;277.18;3.6;0.01;15;0;1
T;40;11.2;15;8;7.97;0.01;8;245.37;26.45;0.03;15;0.01;1
L;40;80;8.3;10;10.04;0;0;289.56;-14.9;0;15;0;1
S;40;10.4;10;9;8.93;0;9;277;1.84;0.01;15;0;1
T;40;11.4;15;8;7.82;0.01;8;249.54;23.68;0.03;15;0.01;1
L;40;80;8.3;10;9.96;0;0;291.59;-14.57;0;15;0;1
S;40;10.5;10;9;8.98;0;9;276.23;3.89;0.01;15;0;1
T;40;11.5;15;8;7.85;0.01;8;249.71;28.2;0.03;15;0.01;1
L;40;80;8.3;10;9.97;0;0;291.44;-14.32;0;15;0;1
S;40;10.5;10;9;9;0;9;275.8;-2.25;0.01;15;0;1
T;40;11.3;15;8;7.99;0.01;8;246.96;23.21;0.03;15;0.01;1
L;40;80;8.3;10;10.02;0;0;290.36;-11.68;0;15;0;1
S;40;10.7;10;9;9.05;0;9;274.55;1.18;0.01;15;0;1
T;40;11.3;15;8;7.97;0;8;247.59;29.41;0.03;15;0.01;1
L;40;80;8.3;10;10.17;0;0;286.44;1.63;0;15;0;1
S;40;10.6;10;9;8.97;0;9;276.28;1.4;0.01;15;0;1
T;40;11.3;15;8;7.97;0.01;8;247.79;21.64;0.03;15;0.01;1
L;40;80;8.3;10;10.13;0;0;286.37;-1.1;0;15;0;1
S;40;10.5;10;9;8.91;0;9;278.11;-2.78;0.01;15;0;1
T;40;11.6;15;8;7.94;0.01;8;248.81;23.87;0.03;15;0.01;1
L;40;80;8.3;10;10.04;0;0;287.96;-8.33;0;15;0;1
S;40;10.4;10;9;8.96;0;9;277.27;3.77;0.01;15;0;1
T;40;11.3;15;8;8.05;0;8;246.2;24.21;0.03;15;0.01;1
L;40;80;8.3;10;9.99;0;0;288.99;-9.47;0;15;0;1
S;40;10.7;10;9;8.83;0;9;280.81;3.36;0.01;15;0;1
T;40;11.4;15;8;7.98;0.01;8;247.82;10.92;0.03;15;0.01;1
L;40;80;8.3;10;10.02;0;0;288.4;0.58;0;15;0;1
S;40;10.6;10;9;8.32;0;9;295.2;5.38;0.01;15;0;1
T;40;11.4;15;8;8.07;0.01;8;245.62;14.52;0.03;15;0.01;1
L;40;80;8.3;10;9.9;0;0;291.43;5.97;0;15;0;1
S;40;10.7;10;9;8.7;0;9;289.11;2.98;0.01;15;0;1
T;40;11.4;15;8;8.09;0.01;8;244.53;13.14;0.02;15;0.01;1
L;40;80;8.3;10;9.85;0;0;293.16;-5.15;0;15;0;1
S;40;10.8;10;9;8.99;0;9;283.26;-1.19;0.01;15;0;1
T;40;11.5;15;8;8.05;0.01;8;244.99;14.19;0.02;15;0.01;1
L;40;80;8.3;10;9.86;-0.01;0;293.72;15.85;0;15;0;1
S;40;10.6;10;9;8.94;0;9;284.59;6.85;0.01;15;0;1
T;40;11.5;15;8;8.06;0.01;8;244.45;7.31;0.02;15;0.01;1
L;40;80;8.3;10;9.96;-0.01;0;292.11;9.96;0;15;0;1
S;40;11;10;9;8.97;0;9;284.34;9.68;0.01;15;0;1
T;40;11.6;15;8;8.03;0.05;8;245.05;-147.08;0.02;15;0.01;1
L;40;80;8.3;10;10.01;0;0;291.03;6.27;0;15;0;1
S;40;10.9;10;9;8.88;0;9;286.92;-3.6;0.01;15;0;1
L;40;80;8.3;10;9.95;-0.01;0;292.44;18.07;0;15;0;1
T;40;11.6;15;8;8.05;0;8;244.16;82.85;0.02;15;0.01;1
S;40;11;10;9;8.93;0;9;286.16;4.03;0.01;15;0;1
T;40;11.8;15;8;8.23;-0.01;8;239.39;45.03;0.02;15;0.01;1
L;40;80;8.3;10;10.09;-0.01;0;289.02;20.33;0;15;0;1
S;40;11;10;9;9.15;0;9;280.96;5.9;0;15;0;1
T;40;11.6;15;8;8.15;-0.01;8;239.91;28.47;0.02;15;0.01;1
L;40;80;8.3;10;9.92;0;0;293.11;2.84;0;15;0;1
S;40;10.9;10;9;9.09;0;9;281.58;8.6;0;15;0;1
T;40;11.8;15;8;8.09;0;8;240.69;22.63;0.02;15;0.01;1
L;40;80;8.3;10;10.26;-0.01;0;284.64;17.05;0;15;0;1
S;40;11;10;9;9.13;0;9;280.03;2.46;0;15;0;1
T;40;11.7;15;8;8.02;0;8;242.04;20.03;0.02;15;0;1
L;40;80;8.3;10;9.69;0;0;297.9;10.31;0;15;0;1
S;40;11.1;10;9;9.09;0;9;280.4;14.14;0;15;0;1
T;40;11.7;15;8;7.96;0;8;243.5;22.73;0.02;15;0;1
L;40;80;8.3;10;10.14;0;0;287.99;8.91;0;15;0;1
S;40;10.8;10;9;9.14;0;9;278.44;0.17;0;15;0;1
T;40;11.9;15;8;7.88;0;8;245.73;17.65;0.02;15;0;1
L;40;80;8.3;10;10;0;0;290.83;11.25;0;15;0;1
S;40;11;10;9;9.17;0;9;276.87;-9.52;0;15;0;1
T;40;11.8;15;8;7.88;0;8;246.57;16.68;0.02;15;0;1
L;40;80;8.3;10;9.78;0;0;296.47;4.73;0;15;0;1
S;40;11.3;10;9;9.11;0;9;277.49;4.37;0;15;0;1
T;40;11.7;15;8;7.94;0;8;245.74;15.06;0.02;15;0;1
L;40;80;8.3;10;9.86;0;0;295.83;1.12;0;15;0;1
S;40;11.1;10;9;9.05;0;9;278.31;-4.83;0;15;0;1
L;40;80;8.3;10;9.83;0;0;297.3;-2.71;0;15;0;1
T;40;12.2;15;8;8.03;0;8;243.7;5.99;0.02;15;0;1
S;40;10.9;10;9;8.96;0;9;280.33;-1.11;0;15;0;1
T;40;11.9;15;8;8.11;0;8;241.33;9.02;0.02;15;0;1
L;40;80;8.3;10;9.89;0;0;296.65;5.83;0;15;0;1
S;40;11.1;10;9;8.93;0;9;281.31;-2.25;0;15;0;1
T;40;11.7;15;8;8.08;0.01;8;241.49;2.53;0.02;15;0;1
L;40;79.8;8.3;10;9.97;0;0;295.18;7.01;0;15;0;1
S;40;11.2;10;9;8.98;0;9;280.61;-0.2;0;15;0;1
L;40;80;8.3;10;9.91;0;0;296.9;11.36;0;15;0;1
T;40;11.9;15;8;7.97;0.01;8;243.99;2.76;0.02;15;0;1
S;40;11.3;10;9;8.89;0;9;283.12;-7.74;0;15;0;1
T;40;12.1;15;8;7.95;0.01;8;244.71;5.01;0.02;15;0;1
L;40;79.5;8.3;10;9.96;0;0;296.22;15.3;0;15;0;1
S;40;11.2;10;9;8.3;0;9;298.94;9.58;0;15;0;1
L;40;80;8.3;10;10.03;0;0;294.56;14.43;0;15;0;1
T;40;11.9;15;8;7.94;0;8;245.09;4.8;0.02;15;0;1
S;40;11.4;10;9;8.69;0;9;292.88;-2.75;0;15;0;1
T;41;12.2;15;8;7.98;0.01;8;244.57;-0.02;0.02;15;0;1
L;40;80;8.3;10;10.05;0;0;293.9;-9.01;0;15;0;1
S;40;11.7;10;9;8.88;0;9;289.8;-14.25;0;15;0;1
T;40;12.1;15;8;7.93;0.01;8;245.93;1.31;0.02;15;0;1
L;40;79.2;8.3;10;10.05;-0.01;0;293.54;28.83;0;15;0;1
S;40;11.5;10;9;9.53;0.01;9;273.53;-13.63;0;15;0;1
T;40;12;15;8;8.01;0;8;244.26;2.94;0.01;15;0;1
L;40;80;8.3;10;10.06;-0.01;0;293.07;29.91;0;15;0;1
S;40;11.5;10;9;8.87;0.01;9;287.64;-13.05;0;15;0;1
T;40;12.3;15;8;8.15;0;8;240.65;5.67;0.01;15;0;1
L;40;80;8.3;10;10.1;0;0;291.74;-2.44;0;15;0;1
S;40;11.8;10;9;9.2;0.01;9;279.72;-17.92;0;15;0;1
T;40;12.3;15;8;7.81;0;8;248.58;-1.04;0.01;15;0;1
L;40;80;8.3;10;10.12;0;0;290.66;2.02;0;15;0;1
S;40;11.8;10;9.04;9.1;0;9.04;282.37;-7.2;0;15;0;1
T;40;12.4;15;8;7.84;0;8;248.97;5.7;0.01;15;0;1
L;40;80;8.3;10;10.08;0;0;290.89;11.89;0;15;0;1
S;40;11.9;10;9.67;9.06;0.01;9.67;299.44;-20.36;0;15;0;1
T;40;12.4;15;8.04;7.95;0;8.04;248.02;2.61;0.01;15;0;1
L;40;77.8;8.3;10;10.05;0;0;291.18;5.69;0;15;0;1
S;40;11.9;10;9.9;9.03;0.01;9.9;309.65;-19.36;0;15;0;1
T;40;12.3;15;8.04;7.94;0;8.04;248.9;7.93;0.01;15;0;1
L;40;80;8.3;10;10.1;0;0;289.63;11.08;0;15;0;1
S;40;11.8;10;9.71;9.08;0;9.71;308.56;-10.78;0;15;0;1
T;40;12.6;15;8.04;7.92;0;8.04;249.88;4.42;0.01;15;0;1
L;40;80;8.3;10;10.12;0;0;288.44;13.17;0;15;0;1
S;40;11.9;10;10.34;9.35;0;10.34;321.65;-15.18;0;15;0;1
L;40;80;8.3;10;10.06;0;0;289.47;2.33;0;15;0;1
T;40;12.5;15;8.71;7.94;0;8.71;267.52;5.21;0.01;15;0;1
S;40;12.1;10;11;9.61;0.01;11;337.89;-43.83;0;15;0;1
L;40;78.4;8.3;10;10.04;0;0;289.53;17.28;0;15;0;1
T;40;12.8;15;8.71;8.25;0;8.71;263.96;10.48;0.01;15;0;1
L;40;79.5;8.3;10;10.01;0;0;290.02;9.67;0;15;0;1
S;40;12.1;10;11;10;0;11;335.79;-1.7;0;15;0;1
T;40;12.8;15;8.71;8.29;0;8.71;265.61;15.82;0.01;15;0;1
S;40;11.8;10;10.66;10.22;0;10.66;327.03;-11.84;0;15;0;1
T;40;12.8;15;10;8.42;0;10;298.36;17.7;0.01;15;0;1
L;40;80;8.3;10;9.73;0;0;297.44;23.98;0;15;0;1
S;40;12.2;10;11;10.6;0;11;328.49;-6.58;0;15;0;1
